step,timestamp,current_mark_ml,pred_adaboost,pred_GBR,pred_lr,pred_svr,pred_heuristic,current_mark_nn,pred_lstm,pred_optm,action_adaboost,action_GBR,action_lr,action_svr,action_heuristic,action_lstm,action_optm,portfolio_value_adaboost,portfolio_value_GBR,portfolio_value_lr,portfolio_value_svr,portfolio_value_heuristic,portfolio_value_lstm,portfolio_value_optm,investment_adaboost,investment_GBR,investment_lr,investment_svr,investment_heuristic,investment_lstm,investment_optm
39,2025-04-08 05:29:39.859916,58963.34,58966.13756625453,58966.086062220624,58967.71006387085,58969.16484447231,58960.981919160324,58963.34,58972.66,58968.008,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),17999.947594902314,17999.947594902314,17999.947594902314,47997.17224242242,0.0,55996.25618571193,21999.793606840463,18000.0,18000.0,18000.0,48000.0,0.0,56000.0,22000.0
40,2025-04-08 05:29:40.144841,58963.34,58966.13756625453,58966.086062220624,58966.987622921275,58968.380327454426,58960.779088270116,58963.34,58971.86,58967.926,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),18999.947594902318,18999.947594902318,18999.947594902318,48997.17224242243,0.0,56996.25618571193,22999.793606840463,19000.0,19000.0,19000.0,49000.0,0.0,57000.0,23000.0
41,2025-04-08 05:29:40.442914,58963.44,58966.13756625453,58966.086062220624,58966.89410278512,58968.29026249226,58960.915491491905,58963.44,58971.78,58967.81,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),19999.97981822548,19999.97981822548,19999.97981822548,49997.25534011032,0.0,57996.35284959866,23999.832613778686,20000.0,20000.0,20000.0,50000.0,0.0,58000.0,24000.0
42,2025-04-08 05:29:40.728939,58963.44,58966.13756625453,58966.086062220624,58966.74372528245,58968.184971550225,58960.80026106519,58963.44,58971.64,58967.598,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),20999.979818225478,20999.979818225478,20999.979818225478,50997.255340110314,0.0,58996.35284959867,24999.832613778686,21000.0,21000.0,21000.0,51000.0,0.0,59000.0,25000.0
43,2025-04-08 05:29:41.013605,58962.85,58966.13756625453,58966.47544742055,58967.1290890592,58968.57562530557,58959.62395267371,58962.85,58972.055,58968.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),21999.769688217923,21999.769688217923,21999.769688217923,51996.74505135086,0.0,59995.7625202661,25999.582460442274,22000.0,22000.0,22000.0,52000.0,0.0,60000.0,26000.0
44,2025-04-08 05:29:41.298895,58962.85,58966.13756625453,58966.086062220624,58966.74372528245,58968.184971550225,58959.983639390804,58962.85,58971.64,58967.598,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),22999.76968821792,22999.76968821792,22999.76968821792,52996.74505135086,0.0,60995.7625202661,26999.582460442274,23000.0,23000.0,23000.0,53000.0,0.0,61000.0,27000.0
45,2025-04-08 05:29:41.588924,58962.96,58966.13756625453,58966.47544742055,58967.1290890592,58968.57562530557,58960.220221864605,58962.96,58972.055,58968.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),23999.812596161915,23999.812596161915,23999.812596161915,53996.843921096064,0.0,61995.87631283002,27999.632830362836,24000.0,24000.0,24000.0,54000.0,0.0,62000.0,28000.0
46,2025-04-08 05:29:41.875788,58962.96,58966.13756625453,58966.086062220624,58966.35222290186,58967.83404647876,58960.27754370365,58962.96,58971.242,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),24999.812596161915,24999.812596161915,24999.812596161915,54996.843921096064,0.0,62995.87631283003,28999.632830362836,25000.0,25000.0,25000.0,55000.0,0.0,63000.0,29000.0
47,2025-04-08 05:29:42.159928,58963.28,58966.13756625453,58966.086062220624,58966.74372528245,58968.184971550225,58960.90355280681,58963.28,58971.64,58967.598,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),25999.94827354363,25999.94827354363,25999.94827354363,55997.142396444906,0.0,63996.21820001514,29999.79021531274,26000.0,26000.0,26000.0,56000.0,0.0,64000.0,30000.0
48,2025-04-08 05:29:42.443699,58963.28,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.61491983805,58963.28,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),26999.94827354363,26999.94827354363,26999.94827354363,56997.14239644491,0.0,64996.21820001514,30999.790215312743,27000.0,27000.0,27000.0,57000.0,0.0,65000.0,31000.0
49,2025-04-08 05:29:42.727907,58963.39,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.98112681972,58963.39,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),27999.99864377931,27999.99864377931,27999.99864377931,57997.2487284818,0.0,65996.33945487073,31999.848047524993,28000.0,28000.0,28000.0,58000.0,0.0,66000.0,32000.0
50,2025-04-08 05:29:43.013944,58963.39,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.90846917103,58963.39,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),28999.998643779305,28999.998643779305,28999.998643779305,58997.24872848179,0.0,66996.33945487073,32999.848047524996,29000.0,29000.0,29000.0,59000.0,0.0,67000.0,33000.0
51,2025-04-08 05:29:43.306911,58963.06,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.24271542275,58963.06,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),29999.836339685997,29999.836339685997,29999.836339685997,59996.91853898488,0.0,67995.96449691767,33999.66335750199,30000.0,30000.0,30000.0,60000.0,0.0,68000.0,34000.0
52,2025-04-08 05:29:43.592858,58963.06,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.57296146024,58963.06,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),30999.836339686,30999.836339686,30999.836339686,60996.918538984886,0.0,68995.96449691767,34999.663357501995,31000.0,31000.0,31000.0,61000.0,0.0,69000.0,35000.0
53,2025-04-08 05:29:43.877918,58963.17,58966.13756625453,58966.086062220624,58966.27703415053,58967.780215962935,58960.7630462456,58963.17,58971.17,58967.027,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),31999.894172200078,31999.894172200078,31999.894172200078,61997.03233330016,0.0,69996.09321405167,35999.728651992635,32000.0,32000.0,32000.0,62000.0,0.0,70000.0,36000.0
54,2025-04-08 05:29:44.162802,58963.17,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58960.72492950947,58963.17,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),32999.89417220008,32999.89417220008,32999.89417220008,62997.03233330016,0.0,70996.09321405167,36999.728651992635,33000.0,33000.0,33000.0,63000.0,0.0,71000.0,37000.0
55,2025-04-08 05:29:44.448424,58963.45,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.28517740323,58963.45,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),34000.050879689996,34000.050879689996,34000.050879689996,63997.33148901131,0.0,71996.43035511955,37999.90435360472,34000.0,34000.0,34000.0,64000.0,0.0,72000.0,38000.0
56,2025-04-08 05:29:44.732922,58963.45,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.00492950947,58963.45,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),35000.050879689996,35000.050879689996,35000.050879689996,64997.3314890113,0.0,72996.43035511955,38999.904353604725,35000.0,35000.0,35000.0,65000.0,0.0,73000.0,39000.0
57,2025-04-08 05:29:45.023915,58963.54,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.18492950948,58963.54,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),36000.10430269322,36000.10430269322,36000.10430269322,65997.43069894279,0.0,73996.54177462998,39999.9638818615,36000.0,36000.0,36000.0,66000.0,0.0,74000.0,40000.0
58,2025-04-08 05:29:45.308086,58963.54,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.094929509476,58963.54,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),37000.10430269322,37000.10430269322,37000.10430269322,66997.4306989428,0.0,74996.54177462998,40999.96388186149,37000.0,37000.0,37000.0,67000.0,0.0,75000.0,41000.0
59,2025-04-08 05:29:45.592898,58963.27,58966.13756625453,58966.086062220624,58966.52124932432,58967.993316324726,58960.436440951926,58963.27,58971.41,58967.24,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),37999.934875481726,37999.934875481726,37999.934875481726,67997.12391094654,0.0,75996.19835789688,41999.77613888934,38000.0,38000.0,38000.0,68000.0,0.0,76000.0,42000.0
60,2025-04-08 05:29:45.877457,58963.27,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58960.82517740323,58963.27,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),38999.93487548172,38999.93487548172,38999.93487548172,68997.12391094654,0.0,76996.19835789688,42999.776138889334,39000.0,39000.0,39000.0,69000.0,0.0,77000.0,43000.0
61,2025-04-08 05:29:46.162425,58963.38,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.04517740323,58963.38,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),40000.007632519046,40000.007632519046,40000.007632519046,69997.25262978507,0.0,77996.34199955413,43999.856357903234,40000.0,40000.0,40000.0,70000.0,0.0,78000.0,44000.0
62,2025-04-08 05:29:46.447225,58963.38,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58960.93492950947,58963.38,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),41000.00763251905,41000.00763251905,41000.00763251905,70997.25262978507,0.0,78996.34199955413,44999.856357903234,41000.0,41000.0,41000.0,71000.0,0.0,79000.0,45000.0
63,2025-04-08 05:29:46.732432,58963.36,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.26201632285,58963.36,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),41999.99372557965,41999.99372557965,41999.99372557965,71997.22854797273,0.0,79996.31520450203,45999.84109424082,42000.0,42000.0,42000.0,72000.0,0.0,80000.0,46000.0
64,2025-04-08 05:29:47.020917,58963.36,58966.13756625453,58966.086062220624,58966.44606057299,58967.93941430582,58961.28137297741,58963.36,58971.34,58967.133,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),42999.99372557965,42999.99372557965,42999.99372557965,72997.22854797273,0.0,80996.31520450201,46999.84109424082,43000.0,43000.0,43000.0,73000.0,0.0,81000.0,47000.0
65,2025-04-08 05:29:47.304585,58963.57,58966.13756625453,58966.086062220624,58966.52124932432,58967.993316324726,58961.76486615986,58963.57,58971.41,58967.24,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),44000.14687151099,44000.14687151099,44000.14687151099,73997.48853007,0.0,81996.60367561683,48000.008485763785,44000.0,44000.0,44000.0,74000.0,0.0,82000.0,48000.0
66,2025-04-08 05:29:47.589713,58963.57,58966.13756625453,58966.086062220624,58966.52124932432,58967.993316324726,58961.57892084745,58963.57,58971.41,58967.24,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),45000.14687151099,45000.14687151099,45000.14687151099,74997.48853007,0.0,82996.60367561683,49000.008485763785,45000.0,45000.0,45000.0,75000.0,0.0,83000.0,49000.0
67,2025-04-08 05:29:47.873205,58963.77,58966.13756625453,58966.086062220624,58966.61508699545,58968.09791470338,58962.148745659186,58963.77,58971.508,58967.242,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),46000.29950862869,46000.29950862869,46000.29950862869,75997.74291591716,0.0,83996.88519386166,50000.174690111606,46000.0,46000.0,46000.0,76000.0,0.0,84000.0,50000.0
68,2025-04-08 05:29:48.164574,58963.77,58966.13756625453,58966.086062220624,58966.61508699545,58968.09791470338,58961.94898971585,58963.77,58971.508,58967.242,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),47000.29950862869,47000.29950862869,47000.29950862869,76997.74291591716,0.0,84996.88519386166,51000.174690111606,47000.0,47000.0,47000.0,77000.0,0.0,85000.0,51000.0
69,2025-04-08 05:29:48.452906,58963.97,58966.13756625453,58966.086062220624,58966.69027574678,58968.15188816482,58962.34221023304,58963.97,58971.58,58967.348,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),48000.45892957315,48000.45892957315,48000.45892957315,77998.00408559106,0.0,85997.17349593324,52000.34767828618,48000.0,48000.0,48000.0,78000.0,0.0,86000.0,52000.0
70,2025-04-08 05:29:48.744911,58963.97,58966.13756625453,58967.27453075912,58967.97112468008,58969.244599025806,58963.97,58963.97,58972.62,58967.195,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.45892957315,49000.45892957315,49000.45892957315,78998.00408559106,0.0,86997.17349593324,53000.34767828618,49000.0,49000.0,49000.0,79000.0,0.0,87000.0,53000.0
71,2025-04-08 05:29:49.028934,58964.27,58966.13756625453,58967.27453075912,58967.97112468008,58969.244599025806,58962.933461197725,58964.27,58972.62,58967.195,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.70823669543,50000.70823669543,50000.70823669543,79998.40601580753,0.0,87997.6161247462,54000.61733625364,49000.0,50000.0,50000.0,80000.0,0.0,88000.0,54000.0
72,2025-04-08 05:29:49.312876,58964.27,58966.13756625453,58966.086062220624,58966.61508699545,58968.09791470338,58962.448849881,58964.27,58971.508,58967.242,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.70823669543,50000.70823669543,51000.70823669543,80998.40601580753,0.0,88997.6161247462,55000.61733625364,49000.0,50000.0,51000.0,81000.0,0.0,89000.0,55000.0
73,2025-04-08 05:29:49.597920,58964.46,58966.13756625453,58966.086062220624,58966.61508699545,58968.09791470338,58962.82860346653,58964.46,58971.508,58967.242,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.8661312062,50000.869353496586,52000.87257578696,81998.66701619206,0.0,89997.90290090852,56000.79456421379,49000.0,50000.0,52000.0,82000.0,0.0,90000.0,56000.0
74,2025-04-08 05:29:49.881930,58964.46,58966.13756625453,58966.086062220624,58966.61508699545,58968.09791470338,58962.638849881005,58964.46,58971.508,58967.242,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.8661312062,50000.869353496586,53000.87257578696,82998.66701619206,0.0,90997.90290090852,57000.79456421379,49000.0,50000.0,53000.0,83000.0,0.0,91000.0,57000.0
75,2025-04-08 05:29:50.166926,58964.23,58966.13756625453,58966.086062220624,58966.69027574678,58968.15188816482,58962.16961853229,58964.23,58971.58,58967.348,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.674995745794,50000.674317368874,54000.66583768248,83998.34326704871,0.0,91997.54794950785,58000.57222379467,49000.0,50000.0,54000.0,84000.0,0.0,92000.0,58000.0
76,2025-04-08 05:29:50.451909,58964.23,58966.13756625453,58966.086062220624,58966.75932589428,58968.248914076896,58962.384126914534,58964.23,58971.66,58967.418,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.674995745794,50000.674317368874,55000.66583768248,84998.3432670487,0.0,92997.54794950783,59000.57222379467,49000.0,50000.0,55000.0,85000.0,0.0,93000.0,59000.0
77,2025-04-08 05:29:50.736834,58964.41,58966.13756625453,58966.086062220624,58966.75932589428,58968.248914076896,58962.74406326595,58964.41,58971.66,58967.418,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.824580019165,50000.82695433839,56000.83373811722,85998.60274133996,0.0,93997.83184295699,60000.75233473651,49000.0,50000.0,56000.0,86000.0,0.0,94000.0,60000.0
78,2025-04-08 05:29:51.023917,58964.41,58966.13756625453,58966.086062220624,58966.75932589428,58968.248914076896,58962.56415539868,58964.41,58971.66,58967.418,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.824580019165,50000.82695433839,57000.83373811722,86998.60274133996,0.0,94997.83184295699,61000.75233473652,49000.0,50000.0,57000.0,87000.0,0.0,95000.0,61000.0
79,2025-04-08 05:29:51.308573,58964.41,58966.13756625453,58966.086062220624,58966.75932589428,58968.248914076896,58962.564218833504,58964.41,58971.66,58967.418,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.824580019165,50000.82695433839,58000.83373811722,87998.60274133996,0.0,95997.831842957,62000.75233473653,49000.0,50000.0,58000.0,88000.0,0.0,96000.0,62000.0
80,2025-04-08 05:29:51.600917,58964.43,58966.13756625453,58966.086062220624,58967.1001095122,58968.54082467373,58962.38841290663,58964.43,58971.984,58967.824,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.84120049398,50000.84391400166,59000.853411284035,88998.63258937973,0.0,96997.86440423653,63000.77336462636,49000.0,50000.0,59000.0,89000.0,0.0,97000.0,63000.0
81,2025-04-08 05:29:51.885607,58964.61,58966.13756625453,58966.086062220624,58967.17529826353,58968.59408585757,58962.82058646709,58964.61,58972.055,58967.93,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.990784767346,50000.996550971184,60001.03352247335,89998.90427442556,0.0,97998.16050844025,64000.96568632278,49000.0,50000.0,60000.0,90000.0,0.0,98000.0,64000.0
82,2025-04-08 05:29:52.171419,58964.61,58966.13756625453,58966.086062220624,58967.17529826353,58968.59408585757,58962.65814812128,58964.61,58972.055,58967.93,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.990784767346,50000.996550971184,61001.03352247335,90998.90427442556,0.0,98998.16050844025,65000.96568632278,49000.0,50000.0,61000.0,91000.0,0.0,99000.0,65000.0
83,2025-04-08 05:29:52.460915,58964.61,58966.13756625453,58966.086062220624,58966.82000387816,58968.29302209834,58962.70984243705,58964.61,58971.71,58967.48,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.990784767346,50000.996550971184,62001.03352247336,91998.90427442556,0.0,99998.16050844027,66000.96568632279,49000.0,50000.0,62000.0,92000.0,0.0,100000.0,66000.0
84,2025-04-08 05:29:52.748956,58964.61,58966.13756625453,58966.086062220624,58967.17529826353,58968.59408585757,58962.67397742894,58964.61,58972.055,58967.93,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),49000.990784767346,50000.996550971184,63001.03352247336,92998.90427442556,0.0,100998.16050844027,67000.96568632279,49000.0,50000.0,63000.0,93000.0,0.0,101000.0,67000.0
