step,timestamp,current_mark_ml,pred_adaboost,pred_GBR,pred_lr,pred_svr,pred_heuristic,current_mark_nn,pred_lstm,pred_optm,action_adaboost,action_GBR,action_lr,action_svr,action_heuristic,action_lstm,action_optm,portfolio_value_adaboost,portfolio_value_GBR,portfolio_value_lr,portfolio_value_svr,portfolio_value_heuristic,portfolio_value_lstm,portfolio_value_optm,investment_adaboost,investment_GBR,investment_lr,investment_svr,investment_heuristic,investment_lstm,investment_optm
554,2025-04-08 05:34:33.739919,58968.56,58966.13756625453,58966.40648176744,58965.138793762766,58966.47058329211,58968.42,58968.56,58970.1,58964.395,sell 0.09 units (receive $5049.17),sell 0.01 units (receive $676.96),hold,sell 0.02 units (receive $1214.23),hold,hold,hold,178020.18349896494,110014.4543854165,167021.8155058438,341033.996103692,3000.0517293492253,649028.0139366967,186026.3646122493,178000.0,110000.0,167000.0,341000.0,3000.0,649000.0,186000.0
555,2025-04-08 05:34:34.024919,58968.56,58966.13756625453,58966.40648176744,58965.21175768521,58966.521601221306,58968.56,58968.56,58970.15,58964.473,sell 0.04 units (receive $2524.58),hold,hold,sell 0.01 units (receive $607.11),hold,hold,hold,178020.1834989649,110014.4543854165,167021.8155058438,341033.996103692,3000.0517293492253,649028.0139366967,186026.3646122493,178000.0,110000.0,167000.0,341000.0,3000.0,649000.0,186000.0
556,2025-04-08 05:34:34.312925,58968.05,58966.13756625453,58966.40648176744,58965.21175768521,58966.521601221306,58967.54000000001,58968.05,58970.15,58964.473,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.16166466704,110014.44853062007,167021.80763336152,341033.99085295794,3000.0344317130675,650027.152248005,186026.3571621751,178000.0,110000.0,167000.0,341000.0,3000.0,650000.0,186000.0
557,2025-04-08 05:34:34.601908,58967.92,58966.13756625453,58966.40648176744,58965.21175768521,58966.521601221306,58967.78999999999,58967.92,58970.15,58964.473,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.15609906169,110014.44703822097,167021.80562665037,341033.9895145355,3000.0300225116944,651026.9303972842,186026.35526313656,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
558,2025-04-08 05:34:34.889247,58967.92,58966.13756625453,58966.40648176744,58964.6921589201,58965.96469539399,58967.92,58967.92,58969.574,58964.016,hold,hold,hold,hold,hold,hold,hold,178020.15609906169,110014.44703822097,167021.80562665037,341033.9895145355,3000.0300225116944,651026.9303972842,186026.35526313656,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
559,2025-04-08 05:34:35.174911,58967.92,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.92,58967.92,58969.62,58964.09,hold,hold,hold,hold,hold,hold,hold,178020.15609906169,110014.44703822097,167021.80562665037,341033.9895145355,3000.0300225116944,651026.9303972842,186026.35526313656,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
560,2025-04-08 05:34:35.457906,58967.8,58966.13756625453,58966.40648176744,58964.56579663166,58965.82072040348,58967.68000000001,58967.8,58969.465,58963.844,hold,hold,hold,hold,hold,hold,hold,178020.15096157984,110014.44566062182,167021.80377430157,341033.98827906867,3000.0259524796575,651026.7235769987,186026.35351017793,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
561,2025-04-08 05:34:35.743913,58967.8,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.8,58967.8,58969.62,58964.09,hold,hold,hold,hold,hold,hold,hold,178020.15096157984,110014.44566062182,167021.80377430157,341033.98827906867,3000.0259524796575,651026.7235769987,186026.35351017793,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
562,2025-04-08 05:34:36.039911,58967.8,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.8,58967.8,58969.62,58964.09,hold,hold,hold,hold,hold,hold,hold,178020.15096157984,110014.44566062182,167021.80377430157,341033.98827906867,3000.0259524796575,651026.7235769987,186026.35351017793,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
563,2025-04-08 05:34:36.327911,58967.8,58966.13756625453,58966.40648176744,58964.56579663166,58965.82072040348,58967.8,58967.8,58969.465,58963.844,hold,hold,hold,hold,hold,hold,hold,178020.15096157984,110014.44566062182,167021.80377430157,341033.98827906867,3000.0259524796575,651026.7235769987,186026.35351017793,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
564,2025-04-08 05:34:36.611922,58967.78,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.759999999995,58967.78,58969.62,58964.09,hold,hold,hold,hold,hold,hold,hold,178020.15010533287,110014.44543102194,167021.80346557678,341033.9880731575,3000.025274140984,651026.6891069511,186026.35321801816,178000.0,110000.0,167000.0,341000.0,3000.0,651000.0,186000.0
565,2025-04-08 05:34:36.893922,58967.78,58966.13756625453,58966.40648176744,58964.867608224355,58966.21725972547,58967.78,58967.78,58969.8,58964.105,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.15010533287,110014.44543102194,167021.80346557678,341033.9880731575,3000.025274140984,652026.6891069511,186026.35321801816,178000.0,110000.0,167000.0,341000.0,3000.0,652000.0,186000.0
566,2025-04-08 05:34:37.178935,58967.66,58966.13756625453,58966.40648176744,58964.75621147782,58966.11060839768,58967.54000000001,58967.66,58969.676,58963.984,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.144967851,110014.44405342279,167021.80161322802,341033.9868376907,3000.021204108947,653026.480251656,186026.3514650595,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
567,2025-04-08 05:34:37.465935,58967.66,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.66,58967.66,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.144967851,110014.44405342279,167021.80161322802,341033.9868376907,3000.021204108947,653026.480251656,186026.3514650595,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
568,2025-04-08 05:34:37.760924,58967.66,58966.13756625453,58966.40648176744,58964.61474533988,58965.90585103337,58967.66,58967.66,58969.48,58963.88,hold,hold,hold,hold,hold,hold,hold,178020.144967851,110014.44405342279,167021.80161322802,341033.9868376907,3000.021204108947,653026.480251656,186026.3514650595,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
569,2025-04-08 05:34:38.049923,58967.66,58966.13756625453,58966.40648176744,58964.53955658855,58965.85061617999,58967.66,58967.66,58969.41,58963.773,hold,hold,hold,hold,hold,hold,hold,178020.144967851,110014.44405342279,167021.80161322802,341033.9868376907,3000.021204108947,653026.480251656,186026.3514650595,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
570,2025-04-08 05:34:38.340285,58967.72,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.78,58967.72,58969.62,58964.09,hold,hold,hold,hold,hold,hold,hold,178020.14753659195,110014.44474222237,167021.80253940242,341033.9874554241,3000.0232391249656,653026.5856968104,186026.35234153885,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
571,2025-04-08 05:34:38.622915,58967.72,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.72,58967.72,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.14753659195,110014.44474222237,167021.80253940242,341033.9874554241,3000.0232391249656,653026.5856968104,186026.35234153885,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
572,2025-04-08 05:34:38.916912,58967.72,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.72,58967.72,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.14753659195,110014.44474222237,167021.80253940242,341033.9874554241,3000.0232391249656,653026.5856968104,186026.35234153885,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
573,2025-04-08 05:34:39.210912,58967.72,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.72,58967.72,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.14753659195,110014.44474222237,167021.80253940242,341033.9874554241,3000.0232391249656,653026.5856968104,186026.35234153885,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
574,2025-04-08 05:34:39.495912,58967.6,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.479999999996,58967.6,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.14239911007,110014.4433646232,167021.80068705365,341033.98621995724,3000.0191690929287,653026.3748065016,186026.3505885802,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
575,2025-04-08 05:34:39.779915,58967.6,58966.13756625453,58966.40648176744,58964.61474533988,58965.90585103337,58967.6,58967.6,58969.48,58963.88,hold,hold,hold,hold,hold,hold,hold,178020.14239911007,110014.4433646232,167021.80068705365,341033.98621995724,3000.0191690929287,653026.3748065016,186026.3505885802,178000.0,110000.0,167000.0,341000.0,3000.0,653000.0,186000.0
576,2025-04-08 05:34:40.067931,58967.6,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.6,58967.6,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.14239911007,110014.4433646232,167021.80068705365,341033.98621995724,3000.0191690929287,654026.3748065016,186026.3505885802,178000.0,110000.0,167000.0,341000.0,3000.0,654000.0,186000.0
577,2025-04-08 05:34:40.352912,58967.6,58966.13756625453,58966.40648176744,58964.68993409121,58965.96080306043,58967.6,58967.6,58969.55,58963.984,hold,hold,hold,hold,hold,hold,hold,178020.14239911007,110014.4433646232,167021.80068705365,341033.98621995724,3000.0191690929287,654026.3748065016,186026.3505885802,178000.0,110000.0,167000.0,341000.0,3000.0,654000.0,186000.0
578,2025-04-08 05:34:40.635910,58967.49,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.38,58967.49,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.13768975172,110014.44210182398,167021.79898906726,341033.985087446,3000.015438230228,655026.1796249539,186026.34898170145,178000.0,110000.0,167000.0,341000.0,3000.0,655000.0,186000.0
579,2025-04-08 05:34:40.923909,58967.49,58966.13756625453,58966.40648176744,58964.466592666104,58965.7999107125,58967.49,58967.49,58969.363,58963.695,hold,hold,hold,hold,hold,hold,hold,178020.13768975172,110014.44210182398,167021.79898906726,341033.985087446,3000.015438230228,655026.1796249539,186026.34898170145,178000.0,110000.0,167000.0,341000.0,3000.0,655000.0,186000.0
580,2025-04-08 05:34:41.219485,58967.49,58966.13756625453,58966.40648176744,58964.39140391477,58965.744416911635,58967.49,58967.49,58969.293,58963.59,hold,hold,hold,hold,hold,hold,hold,178020.13768975172,110014.44210182398,167021.79898906726,341033.985087446,3000.015438230228,655026.1796249539,186026.34898170145,178000.0,110000.0,167000.0,341000.0,3000.0,655000.0,186000.0
581,2025-04-08 05:34:41.503570,58967.39,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.29,58967.39,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.13340851682,110014.44095382467,167021.79744544328,341033.9840578903,3000.0120465368636,656026.0004913335,186026.34752090258,178000.0,110000.0,167000.0,341000.0,3000.0,656000.0,186000.0
582,2025-04-08 05:34:41.789917,58967.39,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.39,58967.39,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.13340851682,110014.44095382467,167021.79744544328,341033.9840578903,3000.0120465368636,657026.0004913335,186026.34752090258,178000.0,110000.0,167000.0,341000.0,3000.0,657000.0,186000.0
583,2025-04-08 05:34:42.074917,58967.39,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.39,58967.39,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.13340851682,110014.44095382467,167021.79744544328,341033.9840578903,3000.0120465368636,658026.0004913335,186026.34752090258,178000.0,110000.0,167000.0,341000.0,3000.0,658000.0,186000.0
584,2025-04-08 05:34:42.360915,58967.39,58966.13756625453,58966.40648176744,58964.765122842546,58966.01547219952,58967.39,58967.39,58969.62,58964.09,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.13340851682,110014.44095382467,167021.79744544328,341033.9840578903,3000.0120465368636,659026.0004913335,186026.34752090258,178000.0,110000.0,167000.0,341000.0,3000.0,659000.0,186000.0
585,2025-04-08 05:34:42.645110,58967.28,58966.13756625453,58966.40648176744,58964.56579663166,58965.82072040348,58967.17,58967.28,58969.465,58963.844,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.12869915846,110014.43969102544,167021.7957474569,341033.982925379,3000.008315674163,660025.7959826,186026.3459140238,178000.0,110000.0,167000.0,341000.0,3000.0,660000.0,186000.0
586,2025-04-08 05:34:42.932111,58967.28,58966.13756625453,58966.40648176744,58964.04224813323,58965.383757161035,58967.28,58967.28,58968.934,58963.17,hold,hold,hold,hold,hold,hold,hold,178020.12869915846,110014.43969102544,167021.7957474569,341033.982925379,3000.008315674163,660025.7959826,186026.3459140238,178000.0,110000.0,167000.0,341000.0,3000.0,660000.0,186000.0
587,2025-04-08 05:34:43.217070,58967.28,58966.13756625453,58966.58916938421,58964.80501642092,58965.91911326187,58967.28,58967.28,58969.625,58964.176,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.12869915846,110014.43969102544,167021.7957474569,341033.982925379,3000.008315674163,661025.7959826,186026.3459140238,178000.0,110000.0,167000.0,341000.0,3000.0,661000.0,186000.0
588,2025-04-08 05:34:43.502072,58967.09,58966.13756625453,58966.58916938421,58965.163730530134,58966.438297155626,58966.899999999994,58967.09,58970.152,58964.38,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.12056481218,110014.43750982676,167021.79281457135,341033.9809692232,3000.001871456771,662025.4362959899,186026.34313850597,178000.0,110000.0,167000.0,341000.0,3000.0,662000.0,186000.0
589,2025-04-08 05:34:43.789888,58967.09,58966.13756625453,58966.58916938421,58965.163730530134,58966.438297155626,58967.09,58967.09,58970.152,58964.38,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.12056481218,110014.43750982676,167021.79281457135,341033.9809692232,3000.001871456771,663025.4362959899,186026.34313850597,178000.0,110000.0,167000.0,341000.0,3000.0,663000.0,186000.0
590,2025-04-08 05:34:44.076886,58967.0,58966.13756625453,58966.58916938421,58964.57945016692,58965.75531833502,58966.91,58967.0,58969.414,58963.855,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1167117008,110014.4364766274,167021.79142530978,341033.98004262306,2999.9988189327432,664025.2628655719,186026.341823787,178000.0,110000.0,167000.0,341000.0,3000.0,664000.0,186000.0
591,2025-04-08 05:34:44.359904,58966.82,58966.13756625453,58966.58916938421,58964.80501642092,58965.91911326187,58966.64,58966.82,58969.625,58964.176,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.10900547804,110014.43441022866,167021.78864678662,341033.9781894228,2999.992713884688,665024.9129521811,186026.33919434904,178000.0,110000.0,167000.0,341000.0,3000.0,665000.0,186000.0
592,2025-04-08 05:34:44.646763,58966.82,58966.13756625453,58967.27282387115,58965.27512727668,58966.54339011407,58966.82,58966.82,58970.277,58964.5,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.10900547804,110014.43441022866,167021.78864678662,341033.9781894228,2999.992713884688,666024.9129521811,186026.33919434904,178000.0,110000.0,167000.0,341000.0,3000.0,666000.0,186000.0
593,2025-04-08 05:34:44.931908,58966.74,58966.13756625453,58966.58916938421,58964.80501642092,58965.91911326187,58966.659999999996,58966.74,58969.625,58964.176,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1055804901,110014.43349182922,167021.78741188743,341033.97736577824,2999.990000529996,667024.7547217282,186026.33802570993,178000.0,110000.0,167000.0,341000.0,3000.0,667000.0,186000.0
594,2025-04-08 05:34:45.216910,58966.74,58966.13756625453,58966.58916938421,58964.80501642092,58965.91911326187,58966.74,58966.74,58969.625,58964.176,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1055804901,110014.43349182922,167021.78741188743,341033.97736577824,2999.990000529996,668024.7547217282,186026.33802570993,178000.0,110000.0,167000.0,341000.0,3000.0,668000.0,186000.0
595,2025-04-08 05:34:45.508910,58966.74,58966.13756625453,58967.27282387115,58965.27512727668,58966.54339011407,58966.74,58966.74,58970.277,58964.5,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1055804901,110014.43349182922,167021.78741188743,341033.97736577824,2999.990000529996,669024.7547217282,186026.33802570993,178000.0,110000.0,167000.0,341000.0,3000.0,669000.0,186000.0
596,2025-04-08 05:34:45.794909,58966.74,58966.13756625453,58966.58916938421,58964.9681797866,58966.17251106658,58966.74,58966.74,58969.855,58964.254,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1055804901,110014.43349182922,167021.78741188743,341033.97736577824,2999.990000529996,670024.7547217282,186026.33802570993,178000.0,110000.0,167000.0,341000.0,3000.0,670000.0,186000.0
597,2025-04-08 05:34:46.079911,58966.63,58966.13756625453,58966.58916938421,58964.9681797866,58966.17251106658,58966.52,58966.63,58969.855,58964.254,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.10087113176,110014.43222902999,167021.78571390107,341033.976233267,2999.9862696672953,671024.5296930217,186026.3364188312,178000.0,110000.0,167000.0,341000.0,3000.0,671000.0,186000.0
598,2025-04-08 05:34:46.363911,58966.63,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58966.63,58966.63,58969.785,58964.145,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.10087113176,110014.43222902999,167021.78571390107,341033.976233267,2999.9862696672953,672024.5296930217,186026.3364188312,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
599,2025-04-08 05:34:46.648917,58968.37,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58970.11000000001,58968.37,58969.785,58964.145,sell 0.02 units (receive $1262.29),hold,hold,hold,hold,hold,hold,178020.17536461866,110014.45220421783,167021.81257295824,341033.99414753617,3000.045285131833,672028.1482544437,186026.36183673146,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
600,2025-04-08 05:34:46.934913,58968.37,58966.13756625453,58966.58916938421,58964.9681797866,58966.17251106658,58968.37,58968.37,58969.855,58964.254,sell 0.01 units (receive $631.14),hold,hold,hold,hold,hold,hold,178020.17536461866,110014.45220421783,167021.81257295824,341033.99414753617,3000.045285131833,672028.1482544437,186026.36183673146,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
601,2025-04-08 05:34:47.218911,58968.23,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58968.090000000004,58968.23,58969.785,58964.145,hold,hold,hold,hold,hold,hold,hold,178020.17386618644,110014.4505970188,167021.81041188468,341033.9927061582,3000.040536761124,672027.8571058236,186026.35979161307,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
602,2025-04-08 05:34:47.511913,58968.23,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58968.23,58968.23,58969.785,58964.145,hold,hold,hold,hold,hold,hold,hold,178020.17386618644,110014.4505970188,167021.81041188468,341033.9927061582,3000.040536761124,672027.8571058236,186026.35979161307,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
603,2025-04-08 05:34:47.795912,58968.23,58966.13756625453,58966.58916938421,58964.9681797866,58966.17251106658,58968.23,58968.23,58969.855,58964.254,hold,hold,hold,hold,hold,hold,hold,178020.17386618644,110014.4505970188,167021.81041188468,341033.9927061582,3000.040536761124,672027.8571058236,186026.35979161307,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
604,2025-04-08 05:34:48.080912,58968.18,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58968.13,58968.18,58969.785,58964.145,hold,hold,hold,hold,hold,hold,hold,178020.1733310321,110014.45002301915,167021.8096400727,341033.99219138036,3000.0388409144416,672027.7531241735,186026.35906121362,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
605,2025-04-08 05:34:48.365920,58968.18,58966.13756625453,58966.58916938421,58965.052195476,58966.31067041371,58968.18,58968.18,58969.926,58964.375,hold,hold,hold,hold,hold,hold,hold,178020.1733310321,110014.45002301915,167021.8096400727,341033.99219138036,3000.0388409144416,672027.7531241735,186026.35906121362,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
606,2025-04-08 05:34:48.657918,58968.05,58966.13756625453,58966.58916938421,58964.9681797866,58966.17251106658,58967.920000000006,58968.05,58969.855,58964.254,hold,hold,hold,hold,hold,hold,hold,178020.17193963076,110014.44853062007,167021.80763336152,341033.99085295794,3000.0344317130675,672027.4827718834,186026.3571621751,178000.0,110000.0,167000.0,341000.0,3000.0,672000.0,186000.0
607,2025-04-08 05:34:48.944612,58968.05,58966.13756625453,58966.58916938421,58965.30505836047,58966.621385336126,58968.05,58968.05,58970.246,58964.6,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17193963076,110014.44853062007,167021.80763336152,341033.99085295794,3000.0344317130675,673027.4827718834,186026.3571621751,178000.0,110000.0,167000.0,341000.0,3000.0,673000.0,186000.0
608,2025-04-08 05:34:49.228916,58968.32,58966.13756625453,58966.58916938421,58964.89299103527,58966.117771188816,58968.59,58968.32,58969.785,58964.145,hold,hold,hold,hold,hold,hold,hold,178020.1748294643,110014.45163021817,167021.81180114625,341033.9936327583,3000.043589285151,673028.0488515443,186026.36110633204,178000.0,110000.0,167000.0,341000.0,3000.0,673000.0,186000.0
609,2025-04-08 05:34:49.522930,58968.32,58966.13756625453,58966.58916938421,58965.0008898638,58966.210355492294,58968.32,58968.32,58969.883,58964.24,hold,hold,hold,hold,hold,hold,hold,178020.1748294643,110014.45163021817,167021.81180114625,341033.9936327583,3000.043589285151,673028.0488515443,186026.36110633204,178000.0,110000.0,167000.0,341000.0,3000.0,673000.0,186000.0
610,2025-04-08 05:34:49.807184,58968.19,58966.13756625453,58966.58916938421,58964.925701112465,58966.15497859087,58968.060000000005,58968.19,58969.812,58964.13,hold,hold,hold,hold,hold,hold,hold,178020.17343806295,110014.45013781909,167021.8097944351,341033.9922943359,3000.039180083778,673027.7762946705,186026.3592072935,178000.0,110000.0,167000.0,341000.0,3000.0,673000.0,186000.0
611,2025-04-08 05:34:50.093437,58967.99,58966.13756625453,58966.58916938421,58965.48814594033,58966.76978550699,58967.78999999999,58967.99,58970.41,58964.797,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17129744551,110014.44784182048,167021.80670718715,341033.9902352245,3000.032396697049,674027.3569764032,186026.35628569577,178000.0,110000.0,167000.0,341000.0,3000.0,674000.0,186000.0
612,2025-04-08 05:34:50.381569,58967.99,58966.13756625453,58966.58916938421,58965.48814594033,58966.76978550699,58967.99,58967.99,58970.41,58964.797,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17129744551,110014.44784182048,167021.80670718715,341033.9902352245,3000.032396697049,675027.356976403,186026.35628569577,178000.0,110000.0,167000.0,341000.0,3000.0,675000.0,186000.0
613,2025-04-08 05:34:50.666567,58967.99,58966.13756625453,58966.58916938421,58965.15126736646,58966.320260414424,58967.99,58967.99,58970.023,58964.45,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17129744551,110014.44784182048,167021.80670718715,341033.9902352245,3000.032396697049,676027.356976403,186026.35628569577,178000.0,110000.0,167000.0,341000.0,3000.0,676000.0,186000.0
614,2025-04-08 05:34:50.955421,58967.87,58966.13756625453,58966.58916938421,58965.59954268688,58966.87582669004,58967.75000000001,58967.87,58970.54,58964.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17001307505,110014.44646422133,167021.80485483838,341033.9889997577,3000.028326665012,677027.0992804355,186026.35453273714,178000.0,110000.0,167000.0,341000.0,3000.0,677000.0,186000.0
615,2025-04-08 05:34:51.238477,58967.87,58966.13756625453,58966.58916938421,58965.15126736646,58966.320260414424,58967.87,58967.87,58970.023,58964.45,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17001307505,110014.44646422133,167021.80485483838,341033.9889997577,3000.028326665012,678027.0992804355,186026.35453273714,178000.0,110000.0,167000.0,341000.0,3000.0,678000.0,186000.0
616,2025-04-08 05:34:51.528908,58967.82,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58967.77,58967.82,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1694779207,110014.44589022167,167021.8040830264,341033.9884849798,3000.02663081833,679026.9902112769,186026.3538023377,178000.0,110000.0,167000.0,341000.0,3000.0,679000.0,186000.0
617,2025-04-08 05:34:51.815910,58967.82,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58967.82,58967.82,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1694779207,110014.44589022167,167021.8040830264,341033.9884849798,3000.02663081833,680026.9902112769,186026.3538023377,178000.0,110000.0,167000.0,341000.0,3000.0,680000.0,186000.0
618,2025-04-08 05:34:52.106340,58967.7,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58967.579999999994,58967.7,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.16819355023,110014.4445126225,167021.8022306776,341033.987249513,3000.022560786293,681026.7243752797,186026.35204937906,178000.0,110000.0,167000.0,341000.0,3000.0,681000.0,186000.0
619,2025-04-08 05:34:52.390414,58967.7,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58967.7,58967.7,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.16819355023,110014.4445126225,167021.8022306776,341033.987249513,3000.022560786293,682026.7243752797,186026.35204937906,178000.0,110000.0,167000.0,341000.0,3000.0,682000.0,186000.0
620,2025-04-08 05:34:52.675961,58967.87,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58968.04000000001,58967.87,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17001307505,110014.44646422133,167021.80485483838,341033.9889997577,3000.028326665012,683027.1067421441,186026.35453273714,178000.0,110000.0,167000.0,341000.0,3000.0,683000.0,186000.0
621,2025-04-08 05:34:52.960964,58967.87,58966.13756625453,58966.58916938421,58965.76856910933,58967.022198353116,58967.87,58967.87,58970.703,58965.023,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.17001307505,110014.44646422133,167021.80485483838,341033.9889997577,3000.028326665012,684027.1067421441,186026.35453273714,178000.0,110000.0,167000.0,341000.0,3000.0,684000.0,186000.0
622,2025-04-08 05:34:53.248963,58967.75,58966.13756625453,58966.58916938421,58965.32029378891,58966.46583820352,58967.63,58967.75,58970.188,58964.555,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1687287046,110014.44508662216,167021.80300248959,341033.9877642908,3000.0242566329753,685026.8327661091,186026.3527797785,178000.0,110000.0,167000.0,341000.0,3000.0,685000.0,186000.0
623,2025-04-08 05:34:53.532918,58967.75,58966.13756625453,58966.58916938421,58965.76856910933,58967.022198353116,58967.75,58967.75,58970.703,58965.023,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,178020.1687287046,110014.44508662216,167021.80300248959,341033.9877642908,3000.0242566329753,686026.8327661091,186026.3527797785,178000.0,110000.0,167000.0,341000.0,3000.0,686000.0,186000.0
